"cd_nom","GROUP2_INPN"
"116440","Angiospermes"
"116448","Angiospermes"
"11645","Insectes"
"116450","Angiospermes"
"116456","Angiospermes"
"116459","Angiospermes"
"116460","Angiospermes"
"11647","Insectes"
"116478","Angiospermes"
"116485","Angiospermes"
"11649","Insectes"
"1165","Arachnides"
"11651","Insectes"
"116531","Angiospermes"
"116542","Angiospermes"
"116543","Angiospermes"
"116547","Angiospermes"
"116548","Angiospermes"
"116551","Angiospermes"
"11657","Insectes"
"116574","Angiospermes"
"116576","Angiospermes"
"116584","Angiospermes"
"11659","Insectes"
"116594","Angiospermes"
"1166","Arachnides"
"11660","Insectes"
"116600","Angiospermes"
"116603","Angiospermes"
"116604","Angiospermes"
"116610","Angiospermes"
"11663","Insectes"
"116633","Angiospermes"
"116669","Angiospermes"
"116670","Angiospermes"
"116672","Angiospermes"
"116677","Angiospermes"
"11668","Insectes"
"1167","Arachnides"
"116704","Angiospermes"
"116708","Angiospermes"
"11671","Insectes"
"116712","Angiospermes"
"11673","Insectes"
"116740","Angiospermes"
"11675","Insectes"
"116751","Angiospermes"
"116754","Angiospermes"
"116759","Angiospermes"
"116762","Angiospermes"
"116774","Angiospermes"
"116799","Angiospermes"
"11682","Insectes"
"116829","Angiospermes"
"11684","Insectes"
"116842","Angiospermes"
"116847","Angiospermes"
"11686","Insectes"
"116870","Angiospermes"
"116876","Angiospermes"
"11690","Insectes"
"116902","Angiospermes"
"116903","Angiospermes"
"116907","Angiospermes"
"116917","Angiospermes"
"116919","Angiospermes"
"11692","Insectes"
"116922","Angiospermes"
"116928","Angiospermes"
"11693","Insectes"
"116932","Angiospermes"
"116936","Angiospermes"
"11694","Insectes"
"116941","Angiospermes"
"116948","Angiospermes"
"11695","Insectes"
"116952","Angiospermes"
"116953","Angiospermes"
"11696","Insectes"
"116963","Angiospermes"
"116967","Angiospermes"
"11697","Insectes"
"116975","Angiospermes"
"116979","Angiospermes"
"11698","Insectes"
"116981","Angiospermes"
"116989","Angiospermes"
"11700","Insectes"
"117005","Angiospermes"
"117010","Angiospermes"
"117019","Angiospermes"
"117025","Angiospermes"
"117027","Angiospermes"
"117032","Angiospermes"
"117038","Angiospermes"
"11704","Insectes"
"117043","Angiospermes"
"117047","Angiospermes"
"117049","Angiospermes"
"117052","Angiospermes"
"117056","Angiospermes"
"11708","Insectes"
"117081","Angiospermes"
"117087","Angiospermes"
"11709","Insectes"
"117090","Angiospermes"
"117096","Angiospermes"
"117097","Angiospermes"
"117104","Angiospermes"
"117108","Angiospermes"
"11711","Insectes"
"117111","Angiospermes"
"117119","Angiospermes"
"11712","Insectes"
"117123","Angiospermes"
"117125","Angiospermes"
"117128","Angiospermes"
"117139","Angiospermes"
"117144","Angiospermes"
"117145","Angiospermes"
"117146","Angiospermes"
"117151","Angiospermes"
"117155","Angiospermes"
"117156","Angiospermes"
"117164","Angiospermes"
"117165","Angiospermes"
"117174","Angiospermes"
"117175","Angiospermes"
"117176","Angiospermes"
"117177","Angiospermes"
"11719","Insectes"
"117192","Angiospermes"
"117201","Angiospermes"
"117203","Angiospermes"
"117205","Angiospermes"
"117211","Angiospermes"
"117221","Angiospermes"
"117222","Angiospermes"
"117224","Angiospermes"
"117228","Angiospermes"
"117231","Angiospermes"
"117235","Angiospermes"
"117246","Angiospermes"
"117249","Angiospermes"
"117255","Angiospermes"
"117257","Angiospermes"
"117258","Angiospermes"
"11726","Insectes"
"117262","Angiospermes"
"117268","Angiospermes"
"11727","Insectes"
"117280","Angiospermes"
"11729","Insectes"
"117298","Angiospermes"
"11732","Insectes"
"117353","Angiospermes"
"117355","Angiospermes"
"117390","Angiospermes"
"117393","Angiospermes"
"1174","Arachnides"
"11741","Insectes"
"117426","Angiospermes"
"117428","Angiospermes"
"11743","Insectes"
"11744","Insectes"
"117446","Angiospermes"
"117452","Angiospermes"
"117458","Angiospermes"
"117459","Angiospermes"
"11746","Insectes"
"117466","Angiospermes"
"117469","Angiospermes"
"117470","Angiospermes"
"117503","Angiospermes"
"117505","Angiospermes"
"117507","Angiospermes"
"117512","Angiospermes"
"11752","Insectes"
"117521","Angiospermes"
"117526","Angiospermes"
"117528","Angiospermes"
"117530","Angiospermes"
"117545","Angiospermes"
"117548","Angiospermes"
"11755","Insectes"
"117551","Angiospermes"
"11756","Insectes"
"11757","Insectes"
"117573","Angiospermes"
"117576","Angiospermes"
"11758","Insectes"
"117581","Angiospermes"
"117585","Angiospermes"
"117587","Angiospermes"
"11759","Insectes"
"117590","Angiospermes"
"117595","Angiospermes"
"1176","Arachnides"
"117601","Angiospermes"
"11761","Insectes"
"117616","Angiospermes"
"117624","Angiospermes"
"117625","Angiospermes"
"11763","Insectes"
"11766","Insectes"
"117668","Angiospermes"
"117674","Angiospermes"
"117678","Angiospermes"
"117679","Angiospermes"
"11768","Insectes"
"117681","Angiospermes"
"117687","Angiospermes"
"117692","Angiospermes"
"117712","Angiospermes"
"117715","Angiospermes"
"117723","Angiospermes"
"117731","Angiospermes"
"117732","Angiospermes"
"117748","Angiospermes"
"11775","Insectes"
"117766","Angiospermes"
"117767","Angiospermes"
"11777","Insectes"
"117771","Angiospermes"
"117774","Angiospermes"
"117775","Angiospermes"
"117787","Angiospermes"
"11779","Insectes"
"11780","Insectes"
"117806","Angiospermes"
"11781","Insectes"
"117820","Angiospermes"
"11785","Insectes"
"117860","Angiospermes"
"117876","Angiospermes"
"117885","Angiospermes"
"117886","Angiospermes"
"117890","Angiospermes"
"117891","Angiospermes"
"117893","Angiospermes"
"117897","Angiospermes"
"117904","Angiospermes"
"117918","Angiospermes"
"117919","Angiospermes"
"117920","Angiospermes"
"117921","Angiospermes"
"117926","Angiospermes"
"117933","Angiospermes"
"117937","Angiospermes"
"117938","Angiospermes"
"117940","Angiospermes"
"117944","Angiospermes"
"117946","Angiospermes"
"117950","Angiospermes"
"117951","Angiospermes"
"117952","Angiospermes"
"117953","Angiospermes"
"117954","Angiospermes"
"117970","Angiospermes"
"117975","Angiospermes"
"117986","Angiospermes"
"1180","Arachnides"
"11800","Insectes"
"118016","Angiospermes"
"118030","Angiospermes"
"11804","Insectes"
"118043","Angiospermes"
"118063","Angiospermes"
"118064","Angiospermes"
"11807","Insectes"
"118073","Angiospermes"
"118120","Angiospermes"
"118121","Angiospermes"
"11813","Insectes"
"118135","Angiospermes"
"118158","Angiospermes"
"11816","Insectes"
"11817","Insectes"
"118173","Angiospermes"
"11818","Insectes"
"118184","Angiospermes"
"11819","Insectes"
"118192","Angiospermes"
"1182","Arachnides"
"11820","Insectes"
"118204","Angiospermes"
"11821","Insectes"
"118256","Angiospermes"
"118270","Angiospermes"
"11829","Insectes"
"118329","Angiospermes"
"118330","Angiospermes"
"118339","Angiospermes"
"11834","Insectes"
"118343","Angiospermes"
"118347","Angiospermes"
"118353","Angiospermes"
"11837","Insectes"
"118373","Angiospermes"
"11839","Insectes"
"118397","Angiospermes"
"1184","Arachnides"
"118402","Angiospermes"
"118416","Angiospermes"
"118474","Angiospermes"
"118477","Angiospermes"
"118498","Angiospermes"
"118507","Angiospermes"
"118512","Angiospermes"
"118513","Angiospermes"
"118521","Angiospermes"
"118524","Angiospermes"
"118529","Angiospermes"
"11853","Insectes"
"118556","Angiospermes"
"118557","Angiospermes"
"118559","Angiospermes"
"11858","Insectes"
"118582","Angiospermes"
"118592","Angiospermes"
"1186","Arachnides"
"118603","Angiospermes"
"118612","Angiospermes"
"118624","Angiospermes"
"118626","Angiospermes"
"118643","Angiospermes"
"118644","Angiospermes"
"118646","Angiospermes"
"118647","Angiospermes"
"118651","Angiospermes"
"118658","Angiospermes"
"118666","Angiospermes"
"118667","Angiospermes"
"11867","Insectes"
"1187","Arachnides"
"11870","Insectes"
"11871","Insectes"
"11872","Insectes"
"11874","Insectes"
"11875","Insectes"
"118752","Angiospermes"
"118766","Angiospermes"
"11877","Insectes"
"118773","Angiospermes"
"11878","Insectes"
"118783","Angiospermes"
"118784","Angiospermes"
"11879","Insectes"
"118804","Angiospermes"
"118821","Angiospermes"
"118823","Angiospermes"
"118824","Angiospermes"
"118835","Angiospermes"
"118845","Angiospermes"
"118848","Angiospermes"
"11885","Insectes"
"118865","Angiospermes"
"118872","Angiospermes"
"118874","Angiospermes"
"118877","Angiospermes"
"118900","Angiospermes"
"118916","Angiospermes"
"118920","Angiospermes"
"118924","Angiospermes"
"118925","Angiospermes"
"118927","Angiospermes"
"11893","Insectes"
"118930","Angiospermes"
"118931","Angiospermes"
"118932","Angiospermes"
"118933","Angiospermes"
"118935","Angiospermes"
"118938","Angiospermes"
"118939","Angiospermes"
"11894","Insectes"
"118940","Angiospermes"
"118942","Angiospermes"
"118943","Angiospermes"
"118944","Angiospermes"
"118947","Angiospermes"
"118948","Angiospermes"
"118950","Angiospermes"
"118951","Angiospermes"
"118952","Angiospermes"
"118954","Angiospermes"
"118956","Angiospermes"
"118958","Angiospermes"
"118959","Angiospermes"
"118960","Angiospermes"
"118962","Angiospermes"
"118963","Angiospermes"
"118964","Angiospermes"
"118965","Angiospermes"
"118966","Angiospermes"
"118968","Angiospermes"
"118969","Angiospermes"
"118971","Angiospermes"
"118974","Angiospermes"
"118975","Angiospermes"
"118977","Angiospermes"
"118978","Angiospermes"
"118979","Angiospermes"
"118980","Angiospermes"
"118982","Angiospermes"
"118983","Angiospermes"
"118985","Angiospermes"
"118986","Angiospermes"
"118988","Angiospermes"
"118991","Angiospermes"
"118992","Angiospermes"
"118993","Angiospermes"
"118997","Angiospermes"
"1190","Arachnides"
"11900","Insectes"
"119000","Angiospermes"
"119003","Angiospermes"
"119004","Angiospermes"
"119007","Angiospermes"
"119009","Angiospermes"
"119010","Angiospermes"
"119012","Angiospermes"
"119017","Angiospermes"
"11902","Insectes"
"119023","Angiospermes"
"119024","Angiospermes"
"119025","Angiospermes"
"119026","Angiospermes"
"119028","Angiospermes"
"119029","Angiospermes"
"11903","Insectes"
"119030","Angiospermes"
"119032","Angiospermes"
"119033","Angiospermes"
"119039","Angiospermes"
"119042","Angiospermes"
"119043","Angiospermes"
"119044","Angiospermes"
"119045","Angiospermes"
"119050","Angiospermes"
"119051","Angiospermes"
"119052","Angiospermes"
"119053","Angiospermes"
"119054","Angiospermes"
"119056","Angiospermes"
"119058","Angiospermes"
"119061","Angiospermes"
"119062","Angiospermes"
"119063","Angiospermes"
"119065","Angiospermes"
"119066","Angiospermes"
"119067","Angiospermes"
"119069","Angiospermes"
"119070","Angiospermes"
"119071","Angiospermes"
"119072","Angiospermes"
"119074","Angiospermes"
"119075","Angiospermes"
"119077","Angiospermes"
"119078","Angiospermes"
"119079","Angiospermes"
"119081","Angiospermes"
"119082","Angiospermes"
"119088","Angiospermes"
"11909","Insectes"
"119091","Angiospermes"
"119092","Angiospermes"
"119093","Angiospermes"
"119094","Angiospermes"
"119097","Angiospermes"
"119098","Angiospermes"
"119099","Angiospermes"
"1191","Arachnides"
"11910","Insectes"
"119100","Angiospermes"
"119101","Angiospermes"
"119103","Angiospermes"
"119106","Angiospermes"
"119108","Angiospermes"
"119109","Angiospermes"
"119110","Angiospermes"
"119112","Angiospermes"
"119113","Angiospermes"
"119114","Angiospermes"
"119115","Angiospermes"
"119117","Angiospermes"
"119118","Angiospermes"
"119119","Angiospermes"
"11912","Insectes"
"119120","Angiospermes"
"119121","Angiospermes"
"119123","Angiospermes"
"119124","Angiospermes"
"119126","Angiospermes"
"119128","Angiospermes"
"11913","Insectes"
"119130","Angiospermes"
"119132","Angiospermes"
"119135","Angiospermes"
"119136","Angiospermes"
"119139","Angiospermes"
"119142","Angiospermes"
"119143","Angiospermes"
"119144","Angiospermes"
"119147","Angiospermes"
"119149","Angiospermes"
"119150","Angiospermes"
"119152","Angiospermes"
"119153","Angiospermes"
"119156","Angiospermes"
"119157","Angiospermes"
"119158","Angiospermes"
"119159","Angiospermes"
"11916","Insectes"
"119160","Angiospermes"
"119161","Angiospermes"
"119162","Angiospermes"
"119163","Angiospermes"
"119170","Angiospermes"
"119171","Angiospermes"
"119175","Angiospermes"
"119176","Angiospermes"
"119179","Angiospermes"
"119182","Angiospermes"
"119183","Angiospermes"
"119184","Angiospermes"
"119186","Angiospermes"
"119187","Angiospermes"
"11919","Insectes"
"119191","Angiospermes"
"119192","Angiospermes"
"119193","Angiospermes"
"119195","Angiospermes"
"119198","Angiospermes"
"11920","Insectes"
"119201","Angiospermes"
"119202","Angiospermes"
"119205","Angiospermes"
"119207","Angiospermes"
"119208","Angiospermes"
"119210","Angiospermes"
"119211","Angiospermes"
"119213","Angiospermes"
"119214","Angiospermes"
"119216","Angiospermes"
"119217","Angiospermes"
"11922","Insectes"
"119220","Angiospermes"
"119223","Angiospermes"
"119225","Angiospermes"
"119228","Angiospermes"
"119230","Angiospermes"
"119232","Angiospermes"
"119233","Angiospermes"
"119234","Angiospermes"
"119235","Angiospermes"
"119236","Angiospermes"
"119237","Angiospermes"
"11924","Insectes"
"119244","Angiospermes"
"119245","Angiospermes"
"119246","Angiospermes"
"119247","Angiospermes"
"119251","Angiospermes"
"119252","Angiospermes"
"119253","Angiospermes"
"119254","Angiospermes"
"119255","Angiospermes"
"119257","Angiospermes"
"119259","Angiospermes"
"119260","Angiospermes"
"119263","Angiospermes"
"119264","Angiospermes"
"119265","Angiospermes"
"119267","Angiospermes"
"119269","Angiospermes"
"11927","Insectes"
"119273","Angiospermes"
"119274","Angiospermes"
"119278","Angiospermes"
"119279","Angiospermes"
"119281","Angiospermes"
"119282","Angiospermes"
"119283","Angiospermes"
"119284","Angiospermes"
"119285","Angiospermes"
"119287","Angiospermes"
"119290","Angiospermes"
"119291","Angiospermes"
"119292","Angiospermes"
"119294","Angiospermes"
"119295","Angiospermes"
"119296","Angiospermes"
"119297","Angiospermes"
"119298","Angiospermes"
"119299","Angiospermes"
"119300","Angiospermes"
"119301","Angiospermes"
"119302","Angiospermes"
"119304","Angiospermes"
"119306","Angiospermes"
"119307","Angiospermes"
"119311","Angiospermes"
"119312","Angiospermes"
"119313","Angiospermes"
"119318","Angiospermes"
"119319","Angiospermes"
"11932","Insectes"
"119320","Angiospermes"
"119322","Angiospermes"
"119323","Angiospermes"
"119328","Angiospermes"
"119331","Angiospermes"
"119332","Angiospermes"
"119335","Angiospermes"
"119336","Angiospermes"
"119337","Angiospermes"
"119340","Angiospermes"
"119342","Angiospermes"
"119343","Angiospermes"
"119344","Angiospermes"
"119345","Angiospermes"
"119346","Angiospermes"
"119353","Angiospermes"
"119354","Angiospermes"
"119358","Angiospermes"
"119359","Angiospermes"
"11936","Insectes"
"119364","Angiospermes"
"119368","Angiospermes"
"119370","Angiospermes"
"119371","Angiospermes"
"119373","Angiospermes"
"119375","Angiospermes"
"119377","Angiospermes"
"119378","Angiospermes"
"119379","Angiospermes"
"119380","Angiospermes"
"119381","Angiospermes"
"119382","Angiospermes"
"119383","Angiospermes"
"119385","Angiospermes"
"119392","Angiospermes"
"119394","Angiospermes"
"119396","Angiospermes"
"119406","Angiospermes"
"119407","Angiospermes"
"11941","Insectes"
"119418","Angiospermes"
"119419","Angiospermes"
"11943","Insectes"
"119435","Angiospermes"
"11944","Insectes"
"119447","Angiospermes"
"119448","Angiospermes"
"119450","Angiospermes"
"119460","Angiospermes"
"119461","Angiospermes"
"11947","Insectes"
"119471","Angiospermes"
"119473","Angiospermes"
"119474","Angiospermes"
"119475","Angiospermes"
"119476","Angiospermes"
"11948","Insectes"
"119509","Angiospermes"
"119513","Angiospermes"
"11952","Insectes"
"119525","Angiospermes"
"119533","Angiospermes"
"11954","Insectes"
"119549","Angiospermes"
"11955","Insectes"
"119550","Angiospermes"
"119556","Angiospermes"
"119557","Angiospermes"
"119558","Angiospermes"
"119565","Angiospermes"
"119569","Angiospermes"
"11957","Insectes"
"119579","Angiospermes"
"119581","Angiospermes"
"119582","Angiospermes"
"119585","Angiospermes"
"119587","Angiospermes"
"119590","Angiospermes"
"119595","Angiospermes"
"119596","Angiospermes"
"119599","Angiospermes"
"119601","Angiospermes"
"11961","Insectes"
"119613","Angiospermes"
"119615","Angiospermes"
"119617","Angiospermes"
"119624","Angiospermes"
"119625","Angiospermes"
"119626","Angiospermes"
"119627","Angiospermes"
"119629","Angiospermes"
"11963","Insectes"
"119630","Angiospermes"
"119632","Angiospermes"
"119633","Angiospermes"
"119634","Angiospermes"
"119635","Angiospermes"
"119636","Angiospermes"
"119637","Angiospermes"
"119638","Angiospermes"
"119639","Angiospermes"
"11965","Insectes"
"119650","Angiospermes"
"119652","Angiospermes"
"119653","Angiospermes"
"119654","Angiospermes"
"119656","Angiospermes"
"119657","Angiospermes"
"119659","Angiospermes"
"11966","Insectes"
"119661","Angiospermes"
"119662","Angiospermes"
"119664","Angiospermes"
"119665","Angiospermes"
"119666","Angiospermes"
"119667","Angiospermes"
"119668","Angiospermes"
"119671","Angiospermes"
"119672","Angiospermes"
"119675","Angiospermes"
"119676","Angiospermes"
"119678","Angiospermes"
"11968","Insectes"
"119680","Angiospermes"
"119682","Angiospermes"
"119683","Angiospermes"
"119688","Angiospermes"
"119691","Angiospermes"
"119698","Angiospermes"
"119701","Angiospermes"
"119707","Angiospermes"
"11971","Insectes"
"119710","Angiospermes"
"119713","Angiospermes"
"119716","Angiospermes"
"119722","Angiospermes"
"119733","Angiospermes"
"119753","Angiospermes"
"119756","Angiospermes"
"119769","Angiospermes"
"11977","Insectes"
"119774","Angiospermes"
"119780","Angiospermes"
"119798","Angiospermes"
"11980","Insectes"
"119805","Angiospermes"
"119812","Angiospermes"
"119817","Angiospermes"
"119818","Angiospermes"
"11982","Insectes"
"119824","Angiospermes"
"119827","Angiospermes"
"11983","Insectes"
"119831","Angiospermes"
"119837","Angiospermes"
"11985","Insectes"
"119850","Angiospermes"
"119854","Angiospermes"
"119860","Angiospermes"
"11987","Insectes"
"119876","Angiospermes"
"119878","Angiospermes"
"119879","Angiospermes"
"119880","Angiospermes"
"119881","Angiospermes"
"119883","Angiospermes"
"119889","Angiospermes"
"11989","Insectes"
"119890","Angiospermes"
"119892","Angiospermes"
"119894","Angiospermes"
"119896","Angiospermes"
"119899","Angiospermes"
"1199","Arachnides"
"119902","Angiospermes"
"119915","Angiospermes"
"119931","Angiospermes"
"119933","Angiospermes"
"119940","Angiospermes"
"119948","Angiospermes"
"119952","Angiospermes"
"119954","Angiospermes"
"119959","Angiospermes"
"119968","Angiospermes"
"119970","Angiospermes"
"119977","Angiospermes"
"119985","Angiospermes"
"119991","Angiospermes"
"120003","Angiospermes"
"120009","Angiospermes"
"12001","Insectes"
"120029","Angiospermes"
"12003","Insectes"
"120037","Angiospermes"
"12004","Insectes"
"120040","Angiospermes"
"120048","Angiospermes"
"120052","Angiospermes"
"120056","Angiospermes"
"120057","Angiospermes"
"12008","Insectes"
"120085","Angiospermes"
"120091","Angiospermes"
"1201","Arachnides"
"120135","Angiospermes"
"12014","Insectes"
"120161","Angiospermes"
"120163","Angiospermes"
"120169","Angiospermes"
"120189","Angiospermes"
"120191","Angiospermes"
"120192","Angiospermes"
"120193","Angiospermes"
"120195","Angiospermes"
"1202","Arachnides"
"120219","Angiospermes"
"120246","Angiospermes"
"120260","Angiospermes"
"120279","Angiospermes"
"120284","Angiospermes"
"120297","Angiospermes"
"12030","Insectes"
"120318","Angiospermes"
"120320","Angiospermes"
"120323","Angiospermes"
"120335","Angiospermes"
"120354","Angiospermes"
"120387","Angiospermes"
"1204","Arachnides"
"12040","Insectes"
"120411","Angiospermes"
"120419","Angiospermes"
"12042","Insectes"
"12044","Insectes"
"120450","Angiospermes"
"120454","Angiospermes"
"120459","Angiospermes"
"12046","Insectes"
"120481","Angiospermes"
"12049","Insectes"
"120498","Angiospermes"
"1205","Arachnides"
"120504","Angiospermes"
"120512","Angiospermes"
"120513","Angiospermes"
"120529","Angiospermes"
"120530","Angiospermes"
"120535","Angiospermes"
"120547","Angiospermes"
"12056","Insectes"
"12057","Insectes"
"120573","Angiospermes"
"120582","Angiospermes"
"120590","Angiospermes"
"120594","Angiospermes"
"120608","Angiospermes"
"120616","Angiospermes"
"120619","Angiospermes"
"12062","Insectes"
"12064","Insectes"
"120642","Angiospermes"
"120643","Angiospermes"
"12066","Insectes"
"120667","Angiospermes"
"120673","Angiospermes"
"120678","Angiospermes"
"120685","Angiospermes"
"120691","Angiospermes"
"120696","Angiospermes"
"1207","Arachnides"
"12070","Insectes"
"120700","Angiospermes"
"120703","Angiospermes"
"120704","Angiospermes"
"120707","Angiospermes"
"120709","Ptéridophytes"
"12071","Insectes"
"120712","Angiospermes"
"120717","Angiospermes"
"120720","Angiospermes"
"120732","Angiospermes"
"120741","Angiospermes"
"120758","Angiospermes"
"12076","Insectes"
"120772","Angiospermes"
"120784","Angiospermes"
"120785","Angiospermes"
"120786","Angiospermes"
"120802","Angiospermes"
"120812","Angiospermes"
"120813","Angiospermes"
"120819","Angiospermes"
"120823","Angiospermes"
"120824","Angiospermes"
"12083","Insectes"
"120840","Angiospermes"
"120842","Angiospermes"
"120843","Angiospermes"
"12085","Insectes"
"120875","Angiospermes"
"120878","Angiospermes"
"120879","Angiospermes"
"120901","Angiospermes"
"120908","Angiospermes"
"12091","Insectes"
"120923","Angiospermes"
"12093","Insectes"
"120949","Angiospermes"
"120950","Angiospermes"
"120951","Angiospermes"
"120962","Angiospermes"
"120965","Angiospermes"
"12097","Insectes"
"120973","Angiospermes"
"120976","Angiospermes"
"120977","Angiospermes"
"120978","Angiospermes"
"120987","Angiospermes"
"120988","Angiospermes"
"120989","Angiospermes"
"120994","Angiospermes"
"120995","Angiospermes"
"121","Amphibiens"
"121002","Angiospermes"
"121004","Angiospermes"
"12101","Insectes"
"121011","Angiospermes"
"121012","Angiospermes"
"121018","Angiospermes"
"121022","Angiospermes"
"121024","Angiospermes"
"121028","Angiospermes"
"121031","Angiospermes"
"121033","Angiospermes"
"121035","Angiospermes"
"121039","Angiospermes"
"12104","Insectes"
"121047","Angiospermes"
"121054","Angiospermes"
"121055","Angiospermes"
"121056","Angiospermes"
"121059","Angiospermes"
"12106","Insectes"
"121062","Angiospermes"
"121065","Angiospermes"
"121070","Angiospermes"
"121074","Angiospermes"
"121076","Angiospermes"
"121077","Angiospermes"
"121083","Angiospermes"
"121090","Angiospermes"
"121091","Angiospermes"
"121096","Angiospermes"
"121098","Angiospermes"
"121106","Angiospermes"
"12111","Insectes"
"121110","Angiospermes"
"121115","Angiospermes"
"121120","Angiospermes"
"121124","Angiospermes"
"12113","Insectes"
"121132","Angiospermes"
"121138","Angiospermes"
"121139","Angiospermes"
"121144","Angiospermes"
"121146","Angiospermes"
"12115","Insectes"
"121154","Angiospermes"
"121156","Angiospermes"
"121158","Angiospermes"
"12117","Insectes"
"121174","Angiospermes"
"121176","Angiospermes"
"121177","Angiospermes"
"121184","Angiospermes"
"121186","Angiospermes"
"121190","Angiospermes"
"121201","Angiospermes"
"121203","Angiospermes"
"121205","Angiospermes"
"12121","Insectes"
"121224","Angiospermes"
"12123","Insectes"
"121239","Angiospermes"
"12127","Insectes"
"121293","Angiospermes"
"121316","Angiospermes"
"121329","Angiospermes"
"12133","Insectes"
"121331","Angiospermes"
"121334","Angiospermes"
"121337","Angiospermes"
"12136","Insectes"
"121367","Angiospermes"
"121380","Angiospermes"
"121388","Angiospermes"
"12141","Insectes"
"121414","Angiospermes"
"12142","Insectes"
"121430","Angiospermes"
"121431","Angiospermes"
"121449","Angiospermes"
"121455","Angiospermes"
"121461","Ptéridophytes"
"121471","Angiospermes"
"121479","Angiospermes"
"121500","Angiospermes"
"121504","Angiospermes"
"121505","Angiospermes"
"121507","Angiospermes"
"12152","Insectes"
"121530","Angiospermes"
"121537","Angiospermes"
"121548","Angiospermes"
"121549","Angiospermes"
"121550","Angiospermes"
"121552","Angiospermes"
"121553","Angiospermes"
"121554","Angiospermes"
"121555","Angiospermes"
"121556","Angiospermes"
"12157","Insectes"
"121570","Angiospermes"
"121581","Angiospermes"
"121587","Angiospermes"
"12159","Insectes"
"1216","Arachnides"
"121603","Angiospermes"
"121606","Angiospermes"
"121625","Angiospermes"
"121630","Angiospermes"
"121653","Angiospermes"
"121665","Angiospermes"
"121673","Angiospermes"
"12168","Insectes"
"121686","Angiospermes"
"121698","Angiospermes"
"121699","Angiospermes"
"12170","Insectes"
"121714","Angiospermes"
"12172","Insectes"
"121728","Angiospermes"
"121735","Angiospermes"
"12174","Insectes"
"121746","Angiospermes"
"121750","Angiospermes"
"121754","Angiospermes"
"12176","Insectes"
"121772","Angiospermes"
"121777","Angiospermes"
"12178","Insectes"
"121785","Angiospermes"
"12179","Insectes"
"121792","Angiospermes"
"121793","Angiospermes"
"121799","Angiospermes"
"1218","Arachnides"
"12180","Insectes"
"121823","Angiospermes"
"121825","Angiospermes"
"121839","Angiospermes"
"121840","Angiospermes"
"121846","Angiospermes"
"121849","Angiospermes"
"12185","Insectes"
"121852","Angiospermes"
"121860","Angiospermes"
"12187","Insectes"
"121899","Angiospermes"
"121901","Angiospermes"
"121902","Angiospermes"
"121926","Angiospermes"
"121929","Angiospermes"
"121933","Angiospermes"
"121937","Angiospermes"
"121939","Angiospermes"
"121947","Angiospermes"
"12195","Insectes"
"121958","Angiospermes"
"121959","Angiospermes"
"121960","Angiospermes"
"121962","Angiospermes"
"12197","Insectes"
"121971","Angiospermes"
"121977","Angiospermes"
"121988","Angiospermes"
"121989","Angiospermes"
"121994","Angiospermes"
"121995","Angiospermes"
"121999","Angiospermes"
"1220","Arachnides"
"12200","Insectes"
"122003","Angiospermes"
"12202","Insectes"
"122028","Angiospermes"
"122029","Angiospermes"
"12203","Insectes"
"122032","Angiospermes"
"122036","Angiospermes"
"122038","Angiospermes"
"122046","Angiospermes"
"12205","Insectes"
"122056","Angiospermes"
"122058","Angiospermes"
"12206","Insectes"
"122060","Angiospermes"
"122061","Angiospermes"
"122062","Angiospermes"
"122064","Angiospermes"
"122065","Angiospermes"
"122069","Angiospermes"
"12207","Insectes"
"122070","Angiospermes"
"122073","Angiospermes"
"122079","Angiospermes"
"12208","Insectes"
"122085","Angiospermes"
"122097","Angiospermes"
"122098","Angiospermes"
"122101","Angiospermes"
"122106","Angiospermes"
"122107","Angiospermes"
"12211","Insectes"
"122112","Angiospermes"
"122113","Angiospermes"
"122114","Angiospermes"
"122115","Angiospermes"
"122116","Angiospermes"
"122118","Angiospermes"
"122124","Angiospermes"
"122132","Angiospermes"
"122135","Angiospermes"
"122136","Angiospermes"
"122138","Angiospermes"
"12214","Insectes"
"122140","Angiospermes"
"122150","Angiospermes"
"12216","Insectes"
"122162","Angiospermes"
"122163","Angiospermes"
"12218","Insectes"
"122182","Angiospermes"
"122183","Angiospermes"
"122190","Angiospermes"
"122195","Angiospermes"
"12220","Insectes"
"122209","Angiospermes"
"122211","Angiospermes"
"122213","Angiospermes"
"122215","Angiospermes"
"122218","Angiospermes"
"12222","Insectes"
"122225","Angiospermes"
"122241","Angiospermes"
"122243","Angiospermes"
"122246","Angiospermes"
"122248","Angiospermes"
"122254","Angiospermes"
"122256","Angiospermes"
"122264","Angiospermes"
"122265","Angiospermes"
"122267","Angiospermes"
"122281","Angiospermes"
"12229","Insectes"
"1223","Arachnides"
"12230","Insectes"
"122304","Ptéridophytes"
"122305","Ptéridophytes"
"122306","Ptéridophytes"
"122308","Ptéridophytes"
"12232","Insectes"
"122326","Angiospermes"
"122329","Angiospermes"
"12233","Insectes"
"12236","Insectes"
"12238","Insectes"
"12239","Insectes"
"122396","Angiospermes"
"1224","Arachnides"
"12241","Insectes"
"122411","Angiospermes"
"122419","Angiospermes"
"12242","Insectes"
"122428","Angiospermes"
"122448","Angiospermes"
"12246","Insectes"
"122467","Angiospermes"
"12249","Insectes"
"122493","Angiospermes"
"1225","Arachnides"
"122508","Angiospermes"
