"";"Nom cité dans le texte";"Nom français cité dans le texte";"Nom valide";"INTITULE";"ARRETE";"ARTICLE";"CD_NOM"
"";"Montia fontana L.";"Montie des fontaines";"Montia fontana L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"108785"
"";"Myriophyllum alterniflorum DC.";"Myriophylle à fleurs alternes";"Myriophyllum alterniflorum DC., 1815";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"109139"
"";"Nardus stricta L.";"Nard raide";"Nardus stricta L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"109366"
"";"Nymphoides peltata (Gmel.) Kuntze";"Faux-nénufar";"Nymphoides peltata (S.G.Gmel.) Kuntze, 1891";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"109769"
"";"Ononis pusilla L.";"Bugrane naine";"Ononis pusilla L., 1759 subsp. pusilla";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"923255"
"";"Ononis pusilla L.";"Bugrane naine";"Ononis pusilla L., 1759";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"110221"
"";"Ophioglossum vulgatum L.";"Ophioglosse commun";"Ophioglossum vulgatum L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"110313"
"";"Ophrys sphegodes Mill.";"Ophrys araignée";"Ophrys aranifera Huds., 1778 subsp. aranifera";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"162331"
"";"Ophrys sphegodes Mill.";"Ophrys araignée";"Ophrys aranifera subsp. massiliensis (Viglione & Véla) Véla, 2007";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"621126"
"";"Ophrys sphegodes Mill.";"Ophrys araignée";"Ophrys aranifera subsp. praecox (Corrias) Véla, 2008";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"718256"
"";"Ophrys sphegodes Mill.";"Ophrys araignée";"Ophrys aranifera Huds., 1778";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"110345"
"";"Orchis palustris Jacq.";"Orchis des marais";"Anacamptis palustris (Jacq.) R.M.Bateman, Pridgeon & M.W.Chase, 1997";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"82286"
"";"Orchis ustulata L.";"Orchis brûlé";"Neotinea ustulata (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997 var. ustulata";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"162137"
"";"Orchis ustulata L.";"Orchis brûlé";"Neotinea ustulata var. aestivalis (Kümpel) Tali, M.F.Fay & R.M.Bateman, 2006";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"718722"
"";"Orchis ustulata L.";"Orchis brûlé";"Neotinea ustulata (L.) R.M.Bateman, Pridgeon & M.W.Chase, 1997";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"109501"
"";"Oreopteris limbosperma (All.) Holub.";"Fougère des montagnes";"Oreopteris limbosperma (All.) Holub, 1969";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"111239"
"";"Orobanche elatior Sutton";"Orobanche élevée";"Orobanche elatior Sutton, 1798";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"111532"
"";"Osmunda regalis L.";"Osmonde royale";"Osmunda regalis L., 1753 var. regalis";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"970784"
"";"Osmunda regalis L.";"Osmonde royale";"Osmunda regalis L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"111815"
"";"Parnassia palustris L.";"Parnassie des marais";"Parnassia palustris L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"112426"
"";"Pedicularis palustris L.";"Pédiculaire des marais";"Pedicularis palustris L., 1753 subsp. palustris";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"138634"
"";"Pedicularis palustris L.";"Pédiculaire des marais";"Pedicularis palustris L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"112590"
"";"Peucedanum palustre (L.) Moench";"Peucédan des marais";"Thysselinum palustre (L.) Hoffm., 1814";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"126615"
"";"Phyteuma nigrum F.W. Schmidt";"Raiponce noire";"Phyteuma nigrum F.W.Schmidt, 1793";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"113388"
"";"Pinguicula vulgaris L.";"Grassette commune";"Pinguicula vulgaris L., 1753 subsp. vulgaris";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"762169"
"";"Pinguicula vulgaris L.";"Grassette commune";"Pinguicula vulgaris L., 1753 var. vulgaris";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"718748"
"";"Pinguicula vulgaris L.";"Grassette commune";"Pinguicula vulgaris var. alpicola Rchb., 1823";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"149489"
"";"Pinguicula vulgaris L.";"Grassette commune";"Pinguicula vulgaris L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"113639"
"";"Poa palustris L.";"Paturin des marais";"Poa palustris L., 1759";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"114312"
"";"Polygala comosa Schkuhr";"Polygala chevelu";"Polygala comosa Schkuhr, 1796";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"114545"
"";"Potamogeton alpinus Balbis";"Potamot des Alpes";"Potamogeton alpinus Balb., 1804";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"115228"
"";"Potamogeton coloratus Hornem.";"Potamot coloré";"Potamogeton coloratus Hornem., 1813";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"115237"
"";"Potamogeton gramineus L.";"Potamot graminée";"Potamogeton gramineus L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"115258"
"";"Potamogeton polygonifolius Pourr.";"Potamot à feuilles de Renouée";"Potamogeton polygonifolius Pourr., 1788";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"115301"
"";"Ranunculus hederaceus L.";"Renoncule à feuilles de lierre";"Ranunculus hederaceus L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"117056"
"";"Rhynchospora alba (L.) Vahl.";"Rhynchospore blanc";"Rhynchospora alba (L.) Vahl, 1805";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"117731"
"";"Rubus saxatilis L.";"Ronce des rochers";"Rubus saxatilis L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"119318"
"";"Scirpus cespitosus L.";"Scirpe cespiteux";"Trichophorum cespitosum (L.) Hartm., 1849 subsp. cespitosum";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"141824"
"";"Scirpus cespitosus L.";"Scirpe cespiteux";"Trichophorum cespitosum nothosubsp. foersteri Swan, 1999";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"718426"
"";"Scirpus cespitosus L.";"Scirpe cespiteux";"Trichophorum cespitosum subsp. germanicum (Palla) Hegi, 1908";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"141825"
"";"Scirpus cespitosus L.";"Scirpe cespiteux";"Trichophorum cespitosum (L.) Hartm., 1849";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"127193"
"";"Scirpus fluitans L.";"Scirpe flottant";"Isolepis fluitans (L.) R.Br., 1810";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"103862"
"";"Senecio helenitis (L.) Schinz et Thell.";"Séneçon à feuilles spatulées";"Tephroseris helenitis (L.) B.Nord., 1978 subsp. helenitis";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"141543"
"";"Senecio helenitis (L.) Schinz et Thell.";"Séneçon à feuilles spatulées";"Tephroseris helenitis (L.) B.Nord., 1978 var. helenitis";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"152082"
"";"Senecio helenitis (L.) Schinz et Thell.";"Séneçon à feuilles spatulées";"Tephroseris helenitis subsp. candida (Corb.) B.Nord., 1978";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"141542"
"";"Senecio helenitis (L.) Schinz et Thell.";"Séneçon à feuilles spatulées";"Tephroseris helenitis subsp. macrochaeta (Willk.) B.Nord., 1978";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"141544"
"";"Senecio helenitis (L.) Schinz et Thell.";"Séneçon à feuilles spatulées";"Tephroseris helenitis var. arvernensis (Rouy) B.Bock, 2012";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"718787"
"";"Senecio helenitis (L.) Schinz et Thell.";"Séneçon à feuilles spatulées";"Tephroseris helenitis var. discoidea (DC.) Kerguélen, 1987";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"152081"
"";"Senecio helenitis (L.) Schinz et Thell.";"Séneçon à feuilles spatulées";"Tephroseris helenitis (L.) B.Nord., 1978";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"125894"
"";"Senecio paludosus L.";"Séneçon des marais";"Jacobaea paludosa subsp. angustifolia (Holub) B.Nord. & Greuter, 2006";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"718238"
"";"Senecio paludosus L.";"Séneçon des marais";"Jacobaea paludosa (L.) G.Gaertn., B.Mey. & Scherb., 1801";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"103995"
"";"Sesleria albicans (Kit) Schultes";"Seslérie blanchâtre";"Sesleria caerulea (L.) Ard., 1763 subsp. caerulea";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"141049"
"";"Sesleria albicans (Kit) Schultes";"Seslérie blanchâtre";"Sesleria caerulea (L.) Ard., 1763";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"123071"
"";"Sisymbrium supinum L.";"Braya couchée";"Erucastrum supinum (L.) Al-Shehbaz & Warwick, 2003";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"717179"
"";"Sium latifolium L.";"Grande berle";"Sium latifolium L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"123960"
"";"Sparganium minimum Wallr.";"Petit rubanier";"Sparganium natans L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"124412"
"";"Spiranthes spiralis (L.) Chevall";"Spiranthe d'automne";"Spiranthes spiralis (L.) Chevall., 1827";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"124701"
"";"Stellaria palustris Retz.";"Stellaire des marais";"Stellaria palustris Ehrh. ex Hoffm., 1791";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"125024"
"";"Teucrium montanum L.";"Germandrée des montagnes";"Teucrium montanum L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"126008"
"";"Teucrium scordium L.";"Germandrée scordium";"Teucrium scordium L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"126034"
"";"Thalictrum minus L.";"Petit pigamon";"Thalictrum minus subsp. pratense (F.W.Schultz) Hand, 2001";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"612576"
"";"Thalictrum minus L.";"Petit pigamon";"Thalictrum minus subsp. saxatile (Schleich. ex DC.) Ces., 1844";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"141630"
"";"Thalictrum minus L.";"Petit pigamon";"Thalictrum minus L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"126159"
"";"Ulex minor Roth";"Petit ajonc";"Ulex minor Roth, 1797";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"128123"
"";"Ulmus laevis Pallas";"Orme lisse";"Ulmus laevis Pall., 1784";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"128171"
"";"Utricularia minor L.";"Petite utriculaire";"Utricularia minor L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"128315"
"";"Utricularia vulgaris L.";"Utriculaire commune";"Utricularia vulgaris L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"128322"
"";"Vaccinium oxycoccos L.";"Canneberge";"Vaccinium oxycoccos L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"128347"
"";"Veronica scutellata L.";"Véronique à écusson";"Veronica scutellata L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"129000"
"";"Viola canina L.";"Violette de chien";"Viola canina L., 1753 subsp. canina";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"142305"
"";"Viola canina L.";"Violette de chien";"Viola canina nothosubsp. einseleana (F.W.Schultz ex Nyman) Erben, 2002";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"718296"
"";"Viola canina L.";"Violette de chien";"Viola canina subsp. ruppii (All.) Schübl. & G.Martens, 1834";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"142317"
"";"Viola canina L.";"Violette de chien";"Viola canina L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"129529"
"";"Viola palustris L.";"Violette des marais";"Viola palustris L., 1753";"Liste des espèces végétales protégées en région Picardie";"Arrêté interministériel du 17 août 1989 relatif à la liste des espèces végétales protégées en région Picardie complétant la liste nationale";"Article 1";"129639"
