"";"Nom cité dans le texte";"Nom français cité dans le texte";"Nom valide";"INTITULE";"ARRETE";"ARTICLE";"CD_NOM"
"";"Chionis minor (Hartlaub, 1841)";"Petit bec-en-fourreau";"Chionis minor minor Hartlaub, 1841";"Mesures de protection sur tout le territoire national des oiseaux représentés dans les Terres australes et antarctiques françaises";"Arrêté interministériel du 14 août 1998 fixant sur tout le territoire national des mesures de protection des oiseaux représentés dans les Terres australes et antarctiques françaises (modifié par l'arrêté du 29 juillet 2005, JORF 8 novembre 2005, et par l'arrêté du 24 juillet 2006, JORF 14 septembre 2006)";"Article 1";"713009"
"";"Chionis minor (Hartlaub, 1841)";"Petit bec-en-fourreau";"Chionis minor Hartlaub, 1841";"Mesures de protection sur tout le territoire national des oiseaux représentés dans les Terres australes et antarctiques françaises";"Arrêté interministériel du 14 août 1998 fixant sur tout le territoire national des mesures de protection des oiseaux représentés dans les Terres australes et antarctiques françaises (modifié par l'arrêté du 29 juillet 2005, JORF 8 novembre 2005, et par l'arrêté du 24 juillet 2006, JORF 14 septembre 2006)";"Article 1";"441757"
"";"Daption capense (Linnaeus, 1758)";"Damier du Cap";"Daption capense (Linnaeus, 1758)";"Mesures de protection sur tout le territoire national des oiseaux représentés dans les Terres australes et antarctiques françaises";"Arrêté interministériel du 14 août 1998 fixant sur tout le territoire national des mesures de protection des oiseaux représentés dans les Terres australes et antarctiques françaises (modifié par l'arrêté du 29 juillet 2005, JORF 8 novembre 2005, et par l'arrêté du 24 juillet 2006, JORF 14 septembre 2006)";"Article 1";"1002"
"";"Diomedea amsterdamensis (Roux et al., 1983)";"Albatros d'Amsterdam";"Diomedea exulans amsterdamensis Roux, Jouventin, Mougin, Stahl & Weimerskirch, 1983";"Mesures de protection sur tout le territoire national des oiseaux représentés dans les Terres australes et antarctiques françaises";"Arrêté interministériel du 14 août 1998 fixant sur tout le territoire national des mesures de protection des oiseaux représentés dans les Terres australes et antarctiques françaises (modifié par l'arrêté du 29 juillet 2005, JORF 8 novembre 2005, et par l'arrêté du 24 juillet 2006, JORF 14 septembre 2006)";"Article 1";"669383"
"";"Diomedea cauta (Gould, 1841)";"Albatros timide";"Thalassarche cauta (Gould, 1841)";"Mesures de protection sur tout le territoire national des oiseaux représentés dans les Terres australes et antarctiques françaises";"Arrêté interministériel du 14 août 1998 fixant sur tout le territoire national des mesures de protection des oiseaux représentés dans les Terres australes et antarctiques françaises (modifié par l'arrêté du 29 juillet 2005, JORF 8 novembre 2005, et par l'arrêté du 24 juillet 2006, JORF 14 septembre 2006)";"Article 1";"442421"
"";"Diomedea chlororhynchos (Gmelin, 1789)";"Albatros à bec jaune";"Thalassarche chlororhynchos (Gmelin, 1789)";"Mesures de protection sur tout le territoire national des oiseaux représentés dans les Terres australes et antarctiques françaises";"Arrêté interministériel du 14 août 1998 fixant sur tout le territoire national des mesures de protection des oiseaux représentés dans les Terres australes et antarctiques françaises (modifié par l'arrêté du 29 juillet 2005, JORF 8 novembre 2005, et par l'arrêté du 24 juillet 2006, JORF 14 septembre 2006)";"Article 1";"528806"
"";"Diomedea chrysostoma (J.-R. Forster, 1785)";"Albatros à tête grise";"Thalassarche chrysostoma (Forster, 1785)";"Mesures de protection sur tout le territoire national des oiseaux représentés dans les Terres australes et antarctiques françaises";"Arrêté interministériel du 14 août 1998 fixant sur tout le territoire national des mesures de protection des oiseaux représentés dans les Terres australes et antarctiques françaises (modifié par l'arrêté du 29 juillet 2005, JORF 8 novembre 2005, et par l'arrêté du 24 juillet 2006, JORF 14 septembre 2006)";"Article 1";"442423"
"";"Diomedea exulans (Linnaeus, 1758)";"Grand albatros";"Diomedea exulans amsterdamensis Roux, Jouventin, Mougin, Stahl & Weimerskirch, 1983";"Mesures de protection sur tout le territoire national des oiseaux représentés dans les Terres australes et antarctiques françaises";"Arrêté interministériel du 14 août 1998 fixant sur tout le territoire national des mesures de protection des oiseaux représentés dans les Terres australes et antarctiques françaises (modifié par l'arrêté du 29 juillet 2005, JORF 8 novembre 2005, et par l'arrêté du 24 juillet 2006, JORF 14 septembre 2006)";"Article 1";"669383"
"";"Diomedea exulans (Linnaeus, 1758)";"Grand albatros";"Diomedea exulans Linnaeus, 1758";"Mesures de protection sur tout le territoire national des oiseaux représentés dans les Terres australes et antarctiques françaises";"Arrêté interministériel du 14 août 1998 fixant sur tout le territoire national des mesures de protection des oiseaux représentés dans les Terres australes et antarctiques françaises (modifié par l'arrêté du 29 juillet 2005, JORF 8 novembre 2005, et par l'arrêté du 24 juillet 2006, JORF 14 septembre 2006)";"Article 1";"988"
"";"Diomedea melanophris (Temminck, 1828)";"Albatros à sourcils noirs";"Thalassarche melanophris (Temminck, 1828)";"Mesures de protection sur tout le territoire national des oiseaux représentés dans les Terres australes et antarctiques françaises";"Arrêté interministériel du 14 août 1998 fixant sur tout le territoire national des mesures de protection des oiseaux représentés dans les Terres australes et antarctiques françaises (modifié par l'arrêté du 29 juillet 2005, JORF 8 novembre 2005, et par l'arrêté du 24 juillet 2006, JORF 14 septembre 2006)";"Article 1";"442424"
