ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;TYPE_LISTE;GROUPE_GRAND_PUBLIC
40;219741;219741;Thymelicus lineola;(Ochsenheimer, 1808);Hespérie du dactyle;;ES;Hesperiidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;219742;219742;Thymelicus sylvestris;(Poda, 1761);Hespérie de la Houlque Bande noire;;ES;Hesperiidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
15;219743;219743;Pyrgus carthami;(Hübner, 1813);Hespérie du carthame;;ES;Hesperiidae;;;RE;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
15;219750;219750;Lycaena virgaureae;(Linnaeus, 1758);Cuivré de la verge d'or;;ES;Lycaenidae;;;RE;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;54322;219754;Neozephyrus quercus;(Linnaeus, 1758);Thécla du chêne;;ES;Lycaenidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;219755;219755;Satyrium w-album;(Knoch, 1782);Thécla de l'orme W blanc;;ES;Lycaenidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;219756;219756;Satyrium pruni;(Linnaeus, 1758);Thécla du prunier Thécla du coudrier;;ES;Lycaenidae;;;NT;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;219758;219758;Satyrium ilicis;(Esper, 1779);Thécla de l'yeuse;;ES;Lycaenidae;;;EN;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
55;219760;219760;Satyrium acaciae;(Fabricius, 1787);Thécla de l'acacia;;ES;Lycaenidae;;;NA;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
15;219765;219765;Polyommatus thersites;(Cantener, 1835);Azuré de l'esparcette;;ES;Lycaenidae;;;RE;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;54271;219767;Polyommatus bellargus;(Rottemburg, 1775);Azuré bleu céleste;;ES;Lycaenidae;;;NT;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;54265;219768;Polyommatus coridon;(Poda, 1761);Argus bleu-nacré;;ES;Lycaenidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
19;219793;219793;Cupido argiades;(Pallas, 1771);Azuré du trèfle;;ES;Lycaenidae;;;CR*;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
55;219796;219796;Cacyreus marshalli;Butler, 1898;Brun du pélargonium;;ES;Lycaenidae;;;NA;;;2016;LC;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;219799;219799;Aphantopus hyperantus;(Linnaeus, 1758);Tristan;;ES;Nymphalidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
15;219806;219806;Hipparchia statilinus;(Hufnagel, 1766);Faune;;ES;Nymphalidae;;;RE;;;2016;LC;NT;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
20;219811;219811;Melitaea aurelia;Nickerl, 1850;Mélitée des digitales;;ES;Nymphalidae;;;CR;;;2016;;NT;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
15;219815;219815;Boloria euphrosyne;(Linnaeus, 1758);Grand collier argenté;;ES;Nymphalidae;;;RE;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;219820;219820;Argynnis aglaja;(Linnaeus, 1758);Grand nacré;;ES;Nymphalidae;;;EN;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;219826;219826;Colias alfacariensis;Ribbe, 1905;Fluoré;;ES;Pieridae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;219831;219831;Pieris rapae;(Linnaeus, 1758);Piéride de la rave;;ES;Pieridae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;219833;219833;Pieris napi;(Linnaeus, 1758);Piéride du navet;;ES;Pieridae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;224195;224195;Chelidura acanthopygia;(Géné, 1832);;;ES;Forficulidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;227817;227817;Eumodicogryllus bordigalensis;(Latreille, 1804);Grillon bordelais;;ES;Gryllidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;233208;233208;Araneus triguttatus;Fabricius, 1775;;;ES;Araneidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;233211;233211;Araniella displicata;(Hentz, 1847);;;ES;Araneidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;233213;233213;Cercidia prominens;(Westring, 1851);;;ES;Araneidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
30;233221;233221;Hypsosinga albovittata;(Westring, 1851);;;ES;Araneidae;;;VU;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;233222;233222;Hypsosinga heri;(Hahn, 1831);;;ES;Araneidae;;;NT;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;233223;233223;Hypsosinga pygmaea;(Sundevall, 1831);;;ES;Araneidae;;;EN;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;233224;233224;Hypsosinga sanguinea;(C.L. Koch, 1844);;;ES;Araneidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;233226;233226;Larinioides cornutus;(Clerck, 1758);araignée des roseaux;;ES;Araneidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;233234;233234;Singa nitidula;C.L. Koch, 1844;;;ES;Araneidae;;;NT;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;233237;233237;Zilla diodia;(Walckenaer, 1802);;;ES;Araneidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;233242;233242;Zygiella x-notata;(Clerck, 1758);;;ES;Araneidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;234065;234065;Metellina merianae;(Scopoli, 1763);;;ES;Tetragnathidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;234066;234066;Metellina segmentata;(Clerck, 1758);;;ES;Tetragnathidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;234067;234067;Pachygnatha clercki;Sundevall, 1823;;;ES;Tetragnathidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;234068;234068;Tetragnatha dearmata;Thorell, 1873;;;ES;Tetragnathidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
30;234069;234069;Tetragnatha isidis;(Simon, 1880);;;ES;Tetragnathidae;;;VU;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;234070;234070;Tetragnatha nigrita;Lendl, 1886;;;ES;Tetragnathidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;234072;234072;Tetragnatha pinicola;L. Koch, 1870;;;ES;Tetragnathidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;239048;239048;Henosepilachna argus;(Geoffroy in Fourcroy, 1785);Coccinelle de la bryone;;ES;Coccinellidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;239052;239052;Subcoccinella vigintiquatuorpunctata;(Linnaeus, 1758);Coccinelle à 24 points;;ES;Coccinellidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;239054;239054;Platynaspis luteorubra;(Goeze, 1777);;;ES;Coccinellidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;11136;239056;Brumus quadripustulatus;(Linnaeus, 1758);Coccinelle à virgules;;ES;Coccinellidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;239063;239063;Scymnus haemorrhoidalis;Herbst, 1797;;;ES;Coccinellidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;239064;239064;Scymnus limbatus;Stephens, 1832;;;ES;Coccinellidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;239070;239070;Scymnus bivulnerus;Capra & Fürsch, 1967;;;ES;Coccinellidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;239074;239074;Scymnus nigrinus;Kugelann, 1794;;;ES;Coccinellidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;239077;239077;Scymnus rufipes;(Fabricius, 1798);;;ES;Coccinellidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;239081;239081;Nephus bipunctatus;(Kugelann, 1794);;;ES;Coccinellidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;239087;239087;Nephus quadrimaculatus;(Herbst, 1783);;;ES;Coccinellidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
19;239088;239088;Nephus redtenbacheri;(Mulsant, 1846);;;ES;Coccinellidae;;;CR*;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;239097;239097;Clitostethus arcuatus;(Rossi, 1794);;;ES;Coccinellidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;239098;239098;Hyperaspis campestris;(Herbst, 1783);;;ES;Coccinellidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;239106;239106;Hyperaspis pseudopustulata;Mulsant, 1853;;;ES;Coccinellidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;239110;239110;Sospita vigintiguttata;(Linnaeus, 1758);Coccinelle de l'aulne Coccinelle à 20 points;;ES;Coccinellidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;239111;239111;Propylea quatuordecimpunctata;(Linnaeus, 1758);Coccinelle à damier Coccinelle à 14 points;;ES;Coccinellidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;239112;239112;Oenopia conglobata;(Linnaeus, 1758);Coccinelle rose Coccinelle à zigzag;;ES;Coccinellidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;239116;239116;Myzia oblongoguttata;(Linnaeus, 1758);;;ES;Coccinellidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;239117;239117;Myrrha octodecimguttata;(Linnaeus, 1758);Coccinelle des cimes Coccinelle à 18 points;;ES;Coccinellidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
19;239125;239125;Coccinella hieroglyphica;Linnaeus, 1758;;;ES;Coccinellidae;;;CR*;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;239126;239126;Coccinella magnifica;Redtenbacher, 1843;Coccinelle des fourmilières;;ES;Coccinellidae;;;EN;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;239127;239127;Coccinella quinquepunctata;Linnaeus, 1758;Coccinelle à 5 points;;ES;Coccinellidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;239128;239128;Calvia quatuordecimguttata;(Linnaeus, 1758);Calvia à 14 points Coccinelle à 14 gouttes;;ES;Coccinellidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
19;239129;239129;Calvia quindecimguttata;(Fabricius, 1777);;;ES;Coccinellidae;;;CR*;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;239130;239130;Calvia decemguttata;(Linnaeus, 1767);Calvia à 10 points Coccinelle à 10 gouttes;;ES;Coccinellidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;239131;239131;Aphidecta obliterata;(Linnaeus, 1758);Coccinelle de l'épicéa Coccinelle brune;;ES;Coccinellidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;239132;239132;Anisosticta novemdecimpunctata;(Linnaeus, 1758);Coccinelle des roseaux;;ES;Coccinellidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;239133;239133;Psyllobora vigintiduopunctata;(Linnaeus, 1758);Coccinelle à 22 points;;ES;Coccinellidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;239134;239134;Tytthaspis sedecimpunctata;(Linnaeus, 1761);Coccinelle à 16 points;;ES;Coccinellidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
55;794741;239137;Rhyzobius forestieri;(Mulsant, 1853);;;ES;Coccinellidae;;;NA;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
55;707054;239138;Rhyzobius lophanthae;(Blaisdell, 1892);;;ES;Coccinellidae;;;NA;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
30;247041;247041;Zygaena minos;(Denis & Schiffermüller, 1775);Zygène diaphane;;ES;Zygaenidae;;;VU;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;247042;247042;Zygaena purpuralis;(Brünnich, 1763);Zygène pourpre;;ES;Zygaenidae;;;EN;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;247045;247045;Zygaena carniolica;(Scopoli, 1763);Zygène de la carniole;;ES;Zygaenidae;;;EN;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;247047;247047;Zygaena loti;(Denis & Schiffermüller, 1775);Zygène du lotier;;ES;Zygaenidae;;;NT;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;247054;247054;Zygaena viciae;(Denis & Schiffermüller, 1775);Zygène de la vesce;;ES;Zygaenidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;247056;247056;Zygaena ephialtes;(Linnaeus, 1767);Zygène éphialtes;;ES;Zygaenidae;;;NT;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;247057;247057;Zygaena transalpina;(Esper, 1780);Zygène transalpine;;ES;Zygaenidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;247058;247058;Zygaena filipendulae;(Linnaeus, 1758);Zygène de la filipendule;;ES;Zygaenidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;247059;247059;Zygaena lonicerae;(Scheven, 1777);Zygène des bois;;ES;Zygaenidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;247060;247060;Zygaena trifolii;(Esper, 1783);Zygène du trèfle;;ES;Zygaenidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
30;247063;247063;Adscita statices;(Linnaeus, 1758);Turquoise de la Sarcille;;ES;Zygaenidae;;;VU;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
30;247064;247064;Adscita geryon;(Hübner, 1813);Turquoise des hélianthèmes;;ES;Zygaenidae;;;VU;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
30;247071;247071;Jordanita globulariae;(Hübner, 1793);Turquoise des globulaires;;ES;Zygaenidae;;;VU;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
20;247073;247073;Rhagades pruni;(Denis & Schiffermüller, 1775);Procris du prunier;;ES;Zygaenidae;;;CR;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
20;302386;302386;Araniella proxima;(Kulczyński, 1885);;;ES;Araneidae;;;CR;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;304566;304566;Tetragnatha shoshone;Levi, 1981;;;ES;Tetragnathidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;436724;436724;Cicadetta cantilatrix;Sueur & Puissant, 2007;;;ES;Cicadidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;444431;444431;Lissotriton vulgaris;(Linnaeus, 1758);Triton ponctué;;ES;Salamandridae;;;NT;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Amphibiens et reptiles
40;457228;457228;Metellina mengei;(Blackwall, 1869);;;ES;Tetragnathidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;457316;457316;Pachygnatha degeeri;Sundevall, 1830;;;ES;Tetragnathidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
25;457320;457320;Aculepeira ceropegia;(Walckenaer, 1802);épeire des bois épeire feuille de chêne;;ES;Araneidae;;;EN;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;457321;457321;Araneus alsine;Walckenaer, 1802;Alsine;;ES;Araneidae;;;NT;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;457331;457331;Larinioides sclopetarius;(Clerck, 1758);Épeire des ponts;;ES;Araneidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
55;459325;459325;Harmonia axyridis;(Pallas, 1773);Coccinelle asiatique;;ES;Coccinellidae;;;NA;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;521494;521494;Aricia agestis;(Denis & Schiffermüller, 1775);Collier de Corail;;ES;Lycaenidae;;;LC;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
20;593306;593306;Barbitistes serricauda;(Fabricius, 1794);Barbitiste des bois;;ES;Tettigoniidae;;;CR;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
35;593311;593311;Tetrix tenuicornis;(Sahlberg, 1891);Tetrix des carrières;;ES;Tetrigidae;;;NT;;;2016;;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;608405;608405;Pyronia tithonus;(Linnaeus, 1771);Amaryllis;;ES;Nymphalidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;641941;641941;Colias crocea;(Geoffroy in Fourcroy, 1785);Souci;;ES;Pieridae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;646236;646236;Brenthis daphne;(Denis & Schiffermüller, 1775);Nacré de la Ronce Nacré lilacé Nacré lilas Daphné Grande Violette;;ES;Nymphalidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;653286;653286;Ceriagrion tenellum;(Villers, 1789);Agrion délicat;;ES;Coenagrionidae;;;LC;;;2016;LC;LC;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
55;653291;653291;Gomphus simillimus;Selys, 1840;Gomphe similaire;;ES;Gomphidae;;;NA;;;2016;NT;NT;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
40;653829;653829;Calopteryx splendens splendens;(Harris, 1780);Caloptéryx éclatant;;SSES;Calopterygidae;;;LC;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
45;791562;798284;Scymnus mimulus;Fürsch, 1958;;;ES;Coccinellidae;;;DD;;;2016;;;;Liste rouge régionale de la faune menacée en Picardie;LRR_Faune_Picardie_2016;Insectes et araignées
