ordre;CD_REF;CD_NOM;NOM_CITE;AUTEUR;NOMS_COMMUNS;POPULATION;RANG;FAMILLE;ENDEMISME;COMMENTAIRE;STATUT;CRITERES;TENDANCE;VERSION;STATUT_I;STATUT_EU;ANNEEEVAL;NOM_LISTE;GROUPE_GRAND_PUBLIC;
"25";"66429";"66429";"Alopias vulpinus (Bonnaterre, 1788)";"(Bonnaterre, 1788)";"";"";"ES";"Alopiidae";"";"";"EN";"A2bd";"";"2023.1";"VU";"EN";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"25";"593283";"593283";"Amedegnatiana vicheti (Delmas & Rambier, 1950)";"(Delmas & Rambier, 1950)";"";"";"ES";"Tettigoniidae";"";"";"EN";"B1ab(iii,iv,v)+2ab(iii,iv,v)";"";"2023.1";"EN";"EN";"2016";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"11514";"11514";"Ampedus quadrisignatus (Gyllenhal, 1817)";"(Gyllenhal, 1817)";"";"";"ES";"Elateridae";"";"";"EN";"B2ab(i,ii,iii,iv,v)";"";"2023.1";"EN";"EN";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"69968";"69968";"Anarhichas denticulatus Krøyer, 1845";"Krøyer, 1845";"";"";"ES";"Anarhichadidae";"";"";"EN";"A2b";"";"2023.1";"";"EN";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"25";"82376";"82376";"Anchusa crispa Viv.";"Viv., 1825";"";"";"ES";"Boraginaceae";"";"";"EN";"B2ab(iii,iv,v)";"";"2023.1";"EN";"EN";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"6828";"6828";"Andreaea crassinervia Bruch";"Bruch, 1832";"";"";"ES";"Andreaeaceae";"";"";"EN";"C2a(i)";"";"2023.1";"";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"727950";"727950";"Aneura latissima Spruce";"Spruce, 1885";"";"";"ES";"Aneuraceae";"";"";"EN";"B2ab(ii,iii)";"";"2023.1";"";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"323037";"323037";"Anonconotus ligustinus Galvagni, 2002";"Galvagni, 2002";"";"";"ES";"Tettigoniidae";"";"";"EN";"B1ac(iv)";"";"2023.1";"EN";"EN";"2016";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"3081";"3081";"Anthropoides virgo Linnaeus, 1758";"(Linnaeus, 1758)";"";"";"ES";"Gruidae";"";"";"EN";"A2bcd+3bcd+4bcd";"";"2023.1";"LC";"EN";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"25";"958733";"958733";"Apricaphanius iberus (Valenciennes, 1846)";"(Valenciennes, 1846)";"";"";"ES";"Aphaniidae";"";"";"EN";"A2ce";"";"2023.1";"EN";"EN";"2006";"Liste rouge européenne des espèces menacées";"Poissons";
"25";"1014972";"1014972";"Armeria pseudarmeria (Murray) Mansf.";"(Murray) Mansf., 1939";"";"";"ES";"Plumbaginaceae";"";"";"EN";"B1ab(iii)+2ab(iii)";"";"2023.1";"EN";"EN";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"83852";"83852";"Armeria soleirolii (Duby) Godr.";"(Duby) Godr., 1853";"";"";"ES";"Plumbaginaceae";"";"";"EN";"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)";"";"2023.1";"EN";"EN";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"84005";"84005";"Artemisia molinieri Quézel, Barbero & R.J.Loisel";"Quézel, M.Barbero & R.J.Loisel, 1966";"";"";"ES";"Asteraceae";"";"";"EN";"B1ab(iii)+2ab(iii)";"";"2023.1";"EN";"EN";"2018";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"809163";"809163";"Arvernella microclada Hugonnot & Hedenäs";"Hugonnot & Hedenäs, 2015";"";"";"ES";"Amblystegiaceae";"";"";"EN";"D";"";"2023.1";"EN";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"5338";"5338";"Aschisma carniolicum (F.Weber & D.Mohr) Lindb.";"(F.Weber & D.Mohr) Lindb., 1878";"";"";"ES";"Pottiaceae";"";"";"EN";"B2ab(iii)";"";"2023.1";"";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"84699";"84699";"Aster pyrenaeus DC.";"Desf. ex DC., 1805";"";"";"ES";"Asteraceae";"";"";"EN";"B2ab(i,ii)";"";"2023.1";"EN";"EN";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"436531";"436531";"Asterella saccata (Wahlenb.) A.Evans";"(Wahlenb.) A.Evans, 1920";"";"";"ES";"Aytoniaceae";"";"";"EN";"B2ab(iii,iv,v)";"";"2023.1";"";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"434308";"434308";"Bartramia subulata Bruch & Schimp.";"Bruch & Schimp., 1846";"";"";"ES";"Bartramiaceae";"";"";"EN";"D";"";"2023.1";"";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"162801";"162801";"Belgrandia conoidea (Reynies, 1844)";"(Reyniés, 1844)";"";"";"ES";"Hydrobiidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2010";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"25";"85811";"85811";"Beta macrocarpa Guss.";"Guss., 1827";"";"";"ES";"Amaranthaceae";"";"";"EN";"B2ab(iv,v)";"";"2023.1";"";"EN";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"786432";"786432";"Biantheridion undulifolium (Nees) Konstant. & Vilnet";"(Nees) Konstant. & Vilnet, 2010";"";"";"ES";"Anastrophyllaceae";"";"";"EN";"B2ab(i,ii,iii,iv,v); C2a(i)";"";"2023.1";"";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"239530";"239530";"Bombus brodmannicus Vogt, 1909";"Vogt, 1909";"";"";"ES";"Apidae";"";"";"EN";"B2ab(iii)c(iv)";"";"2023.1";"";"EN";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"239537";"239537";"Bombus inexspectatus (Tkalcu, 1963)";"(Tkalců, 1963)";"";"";"ES";"Apidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"816767";"780439";"Bombus mocsaryi Kriechbaumer, 1877";"Kriechbaumer, 1877";"";"";"ES";"Apidae";"";"";"EN";"A2a";"";"2023.1";"";"EN";"2015";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"86199";"86199";"Botrychium simplex E.Hitchc.";"E.Hitchc., 1823";"";"";"ES";"Ophioglossaceae";"";"";"EN";"A2c";"";"2023.1";"";"EN";"2017";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"258072";"258072";"Brachyopa grunewaldensis Kassebeer, 2000";"Kassebeer, 2000";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"779350";"779350";"Brachyopa silviae Doczkal & Dziock, 2004";"Doczkal & Dziock, 2004";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"434466";"434465";"Brachytheciastrum vanekii (Šmarda) Ochyra & Żarnowiec";"(Šmarda) Ochyra & Zarnowiec, 2003";"";"";"ES";"Brachytheciaceae";"";"";"EN";"B1ab(iii,iv,v)+2ab(iii,iv,v)";"";"2023.1";"EN";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"4797";"4797";"Bruchia vogesiaca Schwägr.";"Nestl. ex Schwägr., 1824";"";"";"ES";"Bruchiaceae";"";"";"EN";"B2ab(ii,iii,iv)";"";"2023.1";"";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"5719";"5719";"Bryum blindii Bruch & Schimp.";"Bruch & Schimp., 1846";"";"";"ES";"Bryaceae";"";"";"EN";"D";"";"2023.1";"";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"963828";"5723";"Bryum calophyllum R. Br.";"R.Br., 1823";"";"";"ES";"Bryaceae";"";"";"EN";"B2ab(ii,iii,iv,v)";"";"2023.1";"";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"956670";"434322";"Bryum cellulare Hook.";"Hook., 1827";"";"";"ES";"Bryaceae";"";"";"EN";"B2ab(iii)";"";"2023.1";"";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"5732";"5732";"Bryum marratii Hook. & Wilson";"Hook.f. & Wilson";"";"";"ES";"Bryaceae";"";"";"EN";"B2ab(ii,iii,iv,v)";"";"2023.1";"";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"5775";"5775";"Bryum versicolor A.Braun ex Bruch & Schimp.";"A.Braun ex Bruch & Schimp., 1839";"";"";"ES";"Bryaceae";"";"";"EN";"B2b(ii,iii,iv,v)c(iii,iv)";"";"2023.1";"EN";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"62153";"62160";"Bythinella carinulata (Drouet, 1868)";"(Drouët, 1867)";"";"";"ES";"Bythinellidae";"";"";"EN";"B1ab(iii)+2ab(iii)";"";"2023.1";"EN";"EN";"2010";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"25";"62153";"62153";"Bythinella viridis (Poiret, 1801)";"(Poiret, 1801)";"";"";"ES";"Bythinellidae";"";"";"EN";"B1ab(iii,iv)+2ab(iii,iv)";"";"2023.1";"EN";"EN";"2010";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"25";"162800";"162800";"Bythiospeum klemmi (Boeters, 1969)";"(Boeters, 1969)";"";"";"ES";"Moitessieriidae";"";"";"EN";"B1ab(ii,iii,iv)+2ab(ii,iv)";"";"2023.1";"EN";"EN";"2010";"Liste rouge européenne des espèces menacées";"Escargots et autres mollusques";
"25";"217374";"217374";"Callicera fagesii Guerin-Meneville, 1844";"Guérin-Méneville, 1844";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(ii,iii,iv)";"";"2023.1";"";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217375";"217375";"Callicera macquarti Rondani, 1844";"Rondani, 1844";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(ii,iii,iv)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"434068";"434068";"Campylostelium pitardii (Corb.) E.Maier";"(Corb.) E.Maier, 1998";"";"";"ES";"Ptychomitriaceae";"";"";"EN";"D";"";"2023.1";"";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"5591";"5591";"Campylostelium strictum Solms";"Solms, 1868";"";"";"ES";"Ptychomitriaceae";"";"";"EN";"B2ab(iii)";"";"2023.1";"";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"66472";"66472";"Carcharhinus longimanus (Poey, 1861)";"(Poey, 1861)";"";"";"ES";"Carcharhinidae";"";"";"EN";"A2b";"";"2023.1";"CR";"EN";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"25";"66479";"66479";"Carcharhinus plumbeus (Nardo, 1827)";"(Nardo, 1827)";"";"";"ES";"Carcharhinidae";"";"";"EN";"A4d";"";"2023.1";"EN";"EN";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"25";"89542";"619041";"Centaurea horrida Badarò";"Ten., 1829";"";"";"ES";"Asteraceae";"";"";"EN";"B1ab(iii)+2ab(iii)";"";"2023.1";"EN";"EN";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"89889";"89889";"Centranthus trinervis (Viv.) Bég.";"(Viv.) Bég., 1903";"";"";"ES";"Caprifoliaceae";"";"";"EN";"D";"";"2023.1";"EN";"EN";"2011";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"66539";"66539";"Centrophorus squamosus (Bonnaterre, 1788)";"(Bonnaterre, 1788)";"";"";"ES";"Centrophoridae";"";"";"EN";"A4b";"";"2023.1";"EN";"EN";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"25";"66548";"66548";"Centroscymnus coelolepis Barbosa du Bocage & de Brito Capello, 1864";"Barbosa du Bocage & de Brito Capello, 1864";"";"";"ES";"Somniosidae";"";"";"EN";"A2bd";"";"2023.1";"NT";"EN";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"25";"6553";"6553";"Cephaloziella dentata (Raddi) Steph";"(Raddi) Steph., 1897";"";"";"ES";"Cephaloziellaceae";"";"";"EN";"B2ab(iii,v)";"";"2023.1";"";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"436638";"436638";"Cephaloziella granatensis (J.B.Jack ex Steph.) Fulford";"(J.B.Jack ex Steph.) Fulford, 1976";"";"";"ES";"Cephaloziellaceae";"";"";"EN";"B1ab(iii,iv)+2ab(iii,iv)";"";"2023.1";"";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"6559";"6559";"Cephaloziella integerrima (Lindb.) Warnst.";"(Lindb.) Warnst., 1902";"";"";"ES";"Cephaloziellaceae";"";"";"EN";"B2ab(iii,v); C2a(i)";"";"2023.1";"";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"6560";"6560";"Cephaloziella massalongi (Spruce) Müll.Frib.";"(Spruce) Müll.Frib.";"";"";"ES";"Cephaloziellaceae";"";"";"EN";"B2ab(ii,iii,iv,v)";"";"2023.1";"";"EN";"2019";"Liste rouge européenne des espèces menacées";"Plantes, mousses et fougères";
"25";"66421";"66421";"Cetorhinus maximus (Gunnerus, 1765)";"(Gunnerus, 1765)";"";"";"ES";"Cetorhinidae";"";"";"EN";"A2abd";"";"2023.1";"EN";"EN";"2015";"Liste rouge européenne des espèces menacées";"Poissons";
"25";"3150";"3150";"Charadrius asiaticus Pallas, 1773";"Pallas, 1773";"";"";"ES";"Charadriidae";"";"";"EN";"D";"";"2023.1";"LC";"EN";"2021";"Liste rouge européenne des espèces menacées";"Oiseaux";
"25";"258086";"258086";"Cheilosia alba Vujić & Claussen, 2000";"Vujic & Claussen, 2000";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217383";"217383";"Cheilosia alpestris Becker, 1894";"Becker, 1894";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"1040684";"1040684";"Cheilosia alpina (Zetterstedt, 1838)";"(Zetterstedt, 1838)";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"895358";"895358";"Cheilosia aristata Barkalov & Ståhls, 1997";"Barkalov & Ståhls, 1997";"";"";"ES";"Syrphidae";"";"";"EN";"B1ab(iii)+2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217387";"217387";"Cheilosia clama Claussen & Vujić, 1995";"Claussen & Vujic, 1995";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"895359";"895359";"Cheilosia clausseni Barkalov & Ståhls, 1997";"Barkalov & Ståhls, 1997";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"932574";"932574";"Cheilosia crassiseta Loew, 1859";"Loew, 1859";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217389";"217389";"Cheilosia faucis Becker, 1894";"Becker, 1894";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217390";"217390";"Cheilosia gagatea Loew, 1857";"Loew, 1857";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217393";"217393";"Cheilosia hercyniae Loew, 1857";"Loew, 1857";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217396";"217396";"Cheilosia impudens Becker, 1894";"Becker, 1894";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217397";"217397";"Cheilosia insignis Loew, 1857";"Loew, 1857";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217398";"217398";"Cheilosia laeviseta Claussen, 1987";"Claussen, 1987";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217399";"217399";"Cheilosia laeviventris Loew, 1857";"Loew, 1857";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217403";"217403";"Cheilosia latigenis Claussen & Kassebeer, 1993";"Claussen & Kassebeer, 1993";"";"";"ES";"Syrphidae";"";"";"EN";"B1ab(iii)+2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217404";"217404";"Cheilosia loewi Becker, 1894";"Becker, 1894";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217409";"217409";"Cheilosia montana Egger, 1860";"Egger, 1860";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"258119";"258119";"Cheilosia morio (Zetterstedt, 1838)";"(Zetterstedt, 1838)";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217410";"217410";"Cheilosia nivalis Becker, 1894";"Becker, 1894";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217413";"217413";"Cheilosia pedemontana Rondani, 1857";"Rondani, 1857";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"1040717";"1040717";"Cheilosia pedestris Becker, 1894";"Becker, 1894";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217415";"217415";"Cheilosia pictipennis Egger, 1860";"Egger, 1860";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217416";"217416";"Cheilosia pilifer Becker, 1894";"Becker, 1894";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"1040718";"1040718";"Cheilosia pini Becker, 1894";"Becker, 1894";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217421";"217421";"Cheilosia subpictipennis Claussen, 1998";"Claussen, 1998";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217424";"217424";"Cheilosia vangaveri Timon-David, 1937";"Timon-David, 1937";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217425";"217425";"Cheilosia venosa Loew, 1857";"Loew, 1857";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"258139";"258139";"Cheilosia vujici Claussen & Doczkal, 1998";"Claussen & Doczkal, 1998";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217429";"217429";"Chrysogaster rondanii Maibach & Goeldlin, 1995";"Maibach & Goeldlin, 1995";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"258144";"258144";"Chrysotoxum gracile Becker, 1921";"Becker, 1921";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217433";"217433";"Chrysotoxum lineare (Zetterstedt, 1819)";"(Zetterstedt, 1819)";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"217434";"217434";"Chrysotoxum parmense Rondani, 1843";"Rondani, 1845";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"727259";"727259";"Claussenia hispanica (Strobl, 1909)";"(Strobl, 1909)";"";"";"ES";"Syrphidae";"";"";"EN";"B2ab(iii)";"";"2023.1";"EN";"EN";"2021";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
"25";"53621";"53621";"Coenonympha oedippus (Fabricius, 1787)";"(Fabricius, 1787)";"";"";"ES";"Nymphalidae";"";"";"EN";"A2c";"";"2023.1";"LR/nt";"EN";"2010";"Liste rouge européenne des espèces menacées";"Insectes et araignées";
