"";"Nom de référence";"Nom vernaculaire";"Statut*";"Règne";"Classe";"Ordre";"Famille";"CD_REF";"CD_NOM";
"";"Ludwigia grandiflora subsp. hexapetala (Hook. & Arn.) G.L.Nesom & Kartesz, 2000";"Ludwigie à six pétales";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Myrtales (Myrtales)";"Onagraceae (Onagracées)";"612513";"612513"
"";"Ludwigia grandiflora (Michx.) Greuter & Burdet, 1987";"Ludwigie à grandes fleurs, Jussie à grandes fleurs, Jussie de l'Uruguay";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Myrtales (Myrtales)";"Onagraceae (Onagracées)";"106742";"106742"
"";"Ludwigia peploides subsp. montevidensis (Spreng.) P.H.Raven, 1964";"Ludwigie de Montevideo, Jussie de Montevideo";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Myrtales (Myrtales)";"Onagraceae (Onagracées)";"612514";"612514"
"";"Ludwigia peploides (Kunth) P.H.Raven, 1964";"Ludwigie faux péplis, Jussie faux péplis, Jussie rampante, Jussie";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Myrtales (Myrtales)";"Onagraceae (Onagracées)";"106748";"106748"
"";"Lysichiton americanus Hultén & H.St.John, 1931";"Lysichiton d'Amérique, Faux arum";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Alismatales (Alismatales)";"Araceae (Aracées)";"610602";"610602"
"";"Magallana gigas (Thunberg, 1793)";"Huître creuse, Huître japonaise, Huître du Pacifique, Huître portugaise";"J";"Animalia (Animaux)";"Bivalvia (Bivalves)";"Ostreida";"Ostreidae";"853681";"853681"
"";"Matsucoccus feytaudi Ducasse, 1941";"Cochenille du pin maritime";"J";"Animalia (Animaux)";"Insecta (Insectes)";"Hemiptera (Cigales, Cochenilles, Pucerons, Punaises)";"Margarodidae";"221738";"221738"
"";"Megachile sculpturalis Smith, 1853";"";"J";"Animalia (Animaux)";"Insecta (Insectes)";"Hymenoptera (Hyménoptères)";"Megachilidae";"707069";"707069"
"";"Mnemiopsis leidyi A. Agassiz, 1865";"Cténophore américain";"J";"Animalia (Animaux)";"Tentaculata";"Lobata";"Bolinopsidae";"379588";"379588"
"";"Myocastor coypus (Molina, 1782)";"Ragondin";"J";"Animalia (Animaux)";"Mammalia (Mammifères)";"Rodentia (Rongeurs)";"Echimyidae";"61667";"61667"
"";"Myriophyllum aquaticum (Vell.) Verdc., 1973";"Myriophylle du Brésil";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Saxifragales (Saxifragales)";"Haloragaceae (Haloragacées)";"109141";"109141"
"";"Mytilicola intestinalis Steuer, 1902";"Copépode rouge, Cop rouge";"J";"Animalia (Animaux)";"Copepoda (Copépodes)";"Cyclopoida";"Mytilicolidae";"375954";"375954"
"";"Mytilicola orientalis Mori, 1935";"Mytilocole oriental (Le)";"J";"Animalia (Animaux)";"Copepoda (Copépodes)";"Cyclopoida";"Mytilicolidae";"375955";"375955"
"";"Mytilopsis leucophaeata (Conrad, 1831)";"Moule d'Amérique, Fausse moule brune";"J";"Animalia (Animaux)";"Bivalvia (Bivalves)";"Myida";"Dreissenidae";"163459";"163459"
"";"Neogobius fluviatilis (Pallas, 1814)";"Gobie fluviatile";"J";"Animalia (Animaux)";"Actinopterygii (Actinopterygiens, Poissons actinoptérygiens)";"Gobiiformes";"Gobiidae";"70166";"70166"
"";"Neogobius melanostomus (Pallas, 1814)";"Gobie à tache noire";"J";"Animalia (Animaux)";"Actinopterygii (Actinopterygiens, Poissons actinoptérygiens)";"Gobiiformes";"Gobiidae";"70155";"70155"
"";"Notomastus mossambicus (Thomassin, 1970)";"";"J";"Animalia (Animaux)";"Polychaeta (Vers annelés marins, Polychètes)";" -";"Capitellidae";"924955";"924955"
"";"Obama nungara Carbayo, Álvarez-Presas, Jones & Riutort, 2016";"";"J";"Animalia (Animaux)";" -";"Tricladida";"Geoplanidae";"823078";"823078"
"";"Ocinebrellus inornatus (Récluz, 1851)";"Bigorneau perceur japonais";"J";"Animalia (Animaux)";"Gastropoda (Gastéropodes)";"Neogastropoda";"Muricidae";"647081";"647081"
"";"Oculina patagonica de Angelis, 1908";"";"J";"Animalia (Animaux)";"Anthozoa (Anthozoaires)";"Scleractinia (Scléractiniaires)";"Oculinidae";"378979";"378979"
"";"Oxyura jamaicensis (Gmelin, 1789)";"Érismature rousse";"J";"Animalia (Animaux)";"Aves (Oiseaux)";"Anseriformes (Canards, Oies, Cygnes)";"Anatidae";"2823";"2823"
"";"Pacifastacus leniusculus (Dana, 1852)";"Écrevisse de Californie (L'), Écrevisse signal (L'), Écrevisse du Pacifique (L')";"J";"Animalia (Animaux)";"Malacostraca (Malacostracés)";"Decapoda (Décapodes)";"Astacidae";"162667";"162667"
"";"Palaemon macrodactylus Rathbun, 1902";"Bouquet migrateur (Le), Crevette à grandes pinces, Crevette orientale";"J";"Animalia (Animaux)";"Malacostraca (Malacostracés)";"Decapoda (Décapodes)";"Palaemonidae";"534242";"534242"
"";"Paspalum dilatatum Poir., 1804";"Paspale dilaté";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Poales (Poales)";"Poaceae (Poacées)";"112482";"112482"
"";"Paspalum distichum L., 1759";"Paspale distique, Paspale à deux épis";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Poales (Poales)";"Poaceae (Poacées)";"112483";"112483"
"";"Pelophylax saharicus (Boulenger in Hartert, 1913)";"Grenouille saharienne (La)";"J";"Animalia (Animaux)";"Amphibia (Amphibiens, batraciens)";"Anura (Anoures)";"Ranidae (Ranidés)";"995112";"995112"
"";"Percnon gibbesi (H. Milne Edwards, 1853)";"Crabe plat des oursins, Sally-pied-léger";"J";"Animalia (Animaux)";"Malacostraca (Malacostracés)";"Decapoda (Décapodes)";"Percnidae";"350426";"350426"
"";"Phyllonorycter issikii (Kumata, 1963)";"";"J";"Animalia (Animaux)";"Insecta (Insectes)";"Lepidoptera (Papillons)";"Gracillariidae";"1008842";"1008842"
"";"Platynota stultana Walsingham, 1884";"";"J";"Animalia (Animaux)";"Insecta (Insectes)";"Lepidoptera (Papillons)";"Tortricidae (Tordeuses)";"1021317";"1021317"
"";"Polydora colonia Moore, 1907";"";"J";"Animalia (Animaux)";"Polychaeta (Vers annelés marins, Polychètes)";"Spionida";"Spionidae";"924962";"924962"
"";"Pontederia crassipes Mart., 1823";"Jacinthe d'eau, Eichhornie à pied épais, Pontédérie à pied épais";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Commelinales (Commélinales)";"Pontederiaceae (Pontédériacées)";"454932";"454932"
"";"Ponticola kessleri (Günther, 1861)";"Gobie de Kessler";"J";"Animalia (Animaux)";"Actinopterygii (Actinopterygiens, Poissons actinoptérygiens)";"Gobiiformes";"Gobiidae";"70175";"70175"
"";"Portunus segnis (Forskål, 1775)";"";"J";"Animalia (Animaux)";"Malacostraca (Malacostracés)";"Decapoda (Décapodes)";"Portunidae";"924899";"924899"
"";"Potamopyrgus antipodarum (J.E. Gray, 1843)";"Hydrobie des antipodes";"J";"Animalia (Animaux)";"Gastropoda (Gastéropodes)";"Littorinimorpha";"Tateidae";"62131";"62131"
"";"Procambarus clarkii (Girard, 1852)";"Écrevisse de Louisiane (L'), Écrevisse rouge de Louisiane (L'), Écrevisse rouge des marais (L')";"J";"Animalia (Animaux)";"Malacostraca (Malacostracés)";"Decapoda (Décapodes)";"Cambaridae";"162668";"162668"
"";"Procyon lotor (Linnaeus, 1758)";"Raton laveur";"J";"Animalia (Animaux)";"Mammalia (Mammifères)";"Carnivora";"Procyonidae (Ratons laveurs)";"60822";"60822"
"";"Proterorhinus semilunaris (Heckel, 1837)";"Gobie demi-lune, Gobie à nez tubulaire";"J";"Animalia (Animaux)";"Actinopterygii (Actinopterygiens, Poissons actinoptérygiens)";"Gobiiformes";"Gobiidae";"521597";"521597"
"";"Pseudorasbora parva (Temminck & Schlegel, 1846)";"Pseudorasbora, Goujon asiatique";"J";"Animalia (Animaux)";"Actinopterygii (Actinopterygiens, Poissons actinoptérygiens)";"Cypriniformes";"Gobionidae";"67415";"67415"
"";"Pteris nipponica W.C.Shieh, 1966";"";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Polypodiales (Polypodiales)";"Pteridaceae (Ptéridacées)";"611686";"611686"
"";"Reimeria uniseriata S.E.Sala, J.M.Guerrero & M.E.Ferrario, 1993";"";"J";"Chromista (Chromistes, Lignée brune)";"Bacillariophyceae (Diatomées)";"Cymbellales";"Gomphonemataceae";"656202";"656202"
"";"Reynoutria japonica Houtt., 1777 var. japonica";"Renouée du Japon";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Caryophyllales (Caryophyllales)";"Polygonaceae (Polygonacées)";"150567";"150567"
"";"Reynoutria japonica Houtt., 1777";"Renouée du Japon, Reynoutrie du Japon";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Caryophyllales (Caryophyllales)";"Polygonaceae (Polygonacées)";"117503";"117503"
"";"Rhithropanopeus harrisii (Gould, 1841)";"Crabe de boue (Le), Xanthe, Crabe du Zuiderzee (Le), Crabe de vase (Le)";"J";"Animalia (Animaux)";"Malacostraca (Malacostracés)";"Decapoda (Décapodes)";"Panopeidae";"17658";"17658"
"";"Rhododendron ponticum L., 1762 [nom. et typ. cons. prop.]";"Rhododendron du Pont, Rhododendron des parcs, Rhododendron pontique, Rhododendron de la mer Noire, Rhododendron de Bétique";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Ericales (Éricales)";"Ericaceae (Éricacées)";"117692";"117692"
"";"Robinia pseudoacacia L., 1753";"Robinier faux-acacia, Acacia blanc, Robinier, Robinier faux acacia";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Fabales (Fabales)";"Fabaceae (Fabacées)";"117860";"117860"
"";"Ruditapes philippinarum (Adams & Reeve, 1850)";"Palourde japonaise, Palourde croisée japonaise";"J";"Animalia (Animaux)";"Bivalvia (Bivalves)";"Venerida";"Veneridae";"444457";"444457"
"";"Sander lucioperca (Linnaeus, 1758)";"Sandre, Perche-brochet";"J";"Animalia (Animaux)";"Actinopterygii (Actinopterygiens, Poissons actinoptérygiens)";"Perciformes (Carangues, Daurades, Mérous, Mulets, Perches)";"Percidae";"69372";"69372"
"";"Sargassum muticum (Yendo) Fensholt, 1955";"Sargasse Japonaise";"J";"Chromista (Chromistes, Lignée brune)";"Phaeophyceae (Algues brunes, Phéophycées)";"Fucales";"Sargassaceae";"73307";"73307"
"";"Schizoporella unicornis (Johnston in Wood, 1844)";"Schizoporelle unicorne";"J";"Animalia (Animaux)";"Gymnolaemata";"Cheilostomatida";"Schizoporellidae";"28806";"28806"
"";"Senecio inaequidens DC., 1838";"Séneçon du Cap, Séneçon à dents inégales, Séneçon sud-africain, Séneçon à feuilles étroites, Séneçon d'Harvey";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Asterales (Astérales)";"Asteraceae (Astéracées)";"122630";"122630"
"";"Solidago canadensis L., 1753";"Tête d'or";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Asterales (Astérales)";"Asteraceae (Astéracées)";"124164";"124164"
"";"Solidago gigantea Aiton, 1789";"Tête d'or";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Asterales (Astérales)";"Asteraceae (Astéracées)";"124168";"124168"
"";"Spiraea x billiardii Hérincq, 1857";"Spirée de Billiard";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Rosales (Rosales)";"Rosaceae (Rosacées)";"124682";"124682"
"";"Spirorbis marioni Caullery & Mesnil, 1897";"";"J";"Animalia (Animaux)";"Polychaeta (Vers annelés marins, Polychètes)";"Sabellida";"Serpulidae";"363856";"363856"
"";"Sporobolus alterniflorus (Loisel.) P.M.Peterson & Saarela, 2014";"Spartine à feuilles alternes, Sporobole à feuilles alternes";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Poales (Poales)";"Poaceae (Poacées)";"1015861";"1015861"
"";"Sporobolus indicus (L.) R.Br., 1810";"Sporobole des Indes, Sporobole fertile, Sporobole tenace";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Poales (Poales)";"Poaceae (Poacées)";"124719";"124719"
"";"Stephanitis lauri Rietschel, 2014";"Tigre du laurier (Le)";"J";"Animalia (Animaux)";"Insecta (Insectes)";"Hemiptera (Cigales, Cochenilles, Pucerons, Punaises)";"Tingidae";"932826";"932826"
"";"Symphyotrichum lanceolatum (Willd.) G.L.Nesom, 1995";"Symphyotriche lancéolé, Aster lancéolé";"J";"Plantae (Plantes)";"Equisetopsida (Équisétopsides)";"Asterales (Astérales)";"Asteraceae (Astéracées)";"125330";"125330"
"";"Tamias sibiricus (Laxmann, 1769)";"Tamia de Sibérie, Écureuil de Corée, Rat de Corée, Écureuil japonais";"J";"Animalia (Animaux)";"Mammalia (Mammifères)";"Rodentia (Rongeurs)";"Sciuridae (Écureuils, Marmottes)";"61204";"61204"
"";"Threskiornis aethiopicus (Latham, 1790)";"Ibis sacré";"J";"Animalia (Animaux)";"Aves (Oiseaux)";"Pelecaniformes";"Threskiornithidae (Ibis, Spatules)";"2687";"2687"
"";"Trachemys scripta (Schoepff, 1792)";"Trachémyde écrite, Tortue de Floride";"J";"Animalia (Animaux)";" -";"Chelonii (Tortues)";"Emydidae (Emydidés)";"77424";"77424"
"";"Tricellaria inopinata d'Hondt & Occhipinti Ambrogi, 1985";"Bryozoaire inopiné";"J";"Animalia (Animaux)";"Gymnolaemata";"Cheilostomatida";"Candidae";"378264";"378264"
"";"Tritia neritea (Linnaeus, 1758)";"Nasse néritoïde, Cyclonasse, Cyclope néritoïde";"J";"Animalia (Animaux)";"Gastropoda (Gastéropodes)";"Neogastropoda";"Nassariidae";"825649";"825649"
"";"Undaria pinnatifida (Harvey) Suringar, 1873";"Wakamé";"J";"Chromista (Chromistes, Lignée brune)";"Phaeophyceae (Algues brunes, Phéophycées)";"Laminariales";"Alariaceae";"73388";"73388"
"";"Vespa velutina nigrithorax du Buysson, 1905";"Frelon à pattes jaunes, Frelon asiatique";"J";"Animalia (Animaux)";"Insecta (Insectes)";"Hymenoptera (Hyménoptères)";"Vespidae";"433590";"433590"
"";"Vespa velutina Lepeletier, 1836";"Frelon à pattes jaunes, Frelon asiatique, Vespa veloutée";"J";"Animalia (Animaux)";"Insecta (Insectes)";"Hymenoptera (Hyménoptères)";"Vespidae";"433589";"433589"
"";"Wasmannia auropunctata (Roger, 1863)";"Petite fourmi de feu, Fourmi rouge";"J";"Animalia (Animaux)";"Insecta (Insectes)";"Hymenoptera (Hyménoptères)";"Formicidae (Fourmis)";"532927";"532927"
"";"Watersipora subatra (Ortmann, 1890)";"";"J";"Animalia (Animaux)";"Gymnolaemata";"Cheilostomatida";"Watersiporidae";"837063";"837063"
"";"Womersleyella setacea (Hollenb.) R.E. Norris, 1992";"Vomersleyelle sétacée";"J";"Plantae (Plantes)";"Florideophyceae";"Ceramiales";"Rhodomelaceae";"370833";"370833"
"";"Xenopus laevis laevis (Daudin, 1803)";"Xénope lisse (Le)";"J";"Animalia (Animaux)";"Amphibia (Amphibiens, batraciens)";"Anura (Anoures)";"Pipidae (Pipidés)";"699626";"699626"
"";"Xenopus laevis (Daudin, 1803)";"Xénope lisse (Le)";"J";"Animalia (Animaux)";"Amphibia (Amphibiens, batraciens)";"Anura (Anoures)";"Pipidae (Pipidés)";"79265";"79265"
"";"Xenostrobus securis (Lamarck, 1819)";"Moule pygmée, Moule d'Australie";"J";"Animalia (Animaux)";"Bivalvia (Bivalves)";"Mytilida";"Mytilidae";"369759";"369759"
"";"Xeropicta derbentina (Krynicki, 1836)";"Hélicelle des Balkans";"J";"Animalia (Animaux)";"Gastropoda (Gastéropodes)";"Stylommatophora";"Geomitridae";"163293";"163293"
"";"Xylotrechus chinensis (Chevrolat, 1852)";"Longicorne tigre (le)";"J";"Animalia (Animaux)";"Insecta (Insectes)";"Coleoptera (Coléoptères)";"Cerambycidae (Longicornes)";"911079";"911079"
